Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
(Clean) Pizza Dough,"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking powder, double-acting, sodium aluminum sulfate', 'spices, oregano, dried', 'seeds, flaxseed', 'parsley, fresh', 'spices, garlic powder', 'salt, table', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'oil, olive, salad or cooking']","['The spices are optional.', 'Preheat oven to 425 F.', 'In a large bowl, combine dry ingredients (flour through salt).', 'Put milk into a small bowl or cup and heat it for 30 seconds.', 'Then add oil.', 'Add wet ingredients into the dry ingredients and stir well until the dough begins to form a ball and pull away from the sides of bowl.', 'Knead dough by hand, while still in bowl, until smooth.', 'Then form it into a ball.', 'Press dough into an oiled baking sheet or pizza pan using your fingertips.', 'Add your desired pizza sauce, fresh mozzarella, pepperoni, and your favorite vegetables.', 'Bake for 20 minutes then check on dough, continue baking if you want a well done crust.']","[{'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 4.0, 'pro': 0.0, 'sat': 0.0, 'sod': 976.0, 'sug': 0.0}, {'fat': 0.24000000000000002, 'nrg': 18.0, 'pro': 0.54, 'sat': 0.096, 'sod': 0.0, 'sug': 0.24000000000000002}, {'fat': 8.68, 'nrg': 110.0, 'pro': 3.76, 'sat': 0.754, 'sod': 6.0, 'sug': 0.32}, {'fat': 0.029375, 'nrg': 1.375, 'pro': 0.11125, 'sat': 0.0049375, 'sod': 2.125, 'sug': 0.031875}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 54.510000000000005, 'nrg': 2346.0, 'pro': 189.06, 'sat': 35.535, 'sod': 2461.0, 'sug': 291.87}, {'fat': 81.0, 'nrg': 714.0, 'pro': 0.0, 'sat': 11.184000000000001, 'sod': 0.0, 'sug': 0.0}]","['2', '2', '2', '2', '1', '1', '1/2', '23', '6']","['cup', 'teaspoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'cup', 'tablespoon']","[250.0, 9.2, 6.0, 20.6, 3.75, 9.3, 3.0, 5612.0, 81.0]",20.0,4133.375
No Knead Anadama Bread,"['cornmeal, degermed, unenriched, yellow', 'water, bottled, generic', 'butter, without salt', 'molasses', ""leavening agents, yeast, baker's, active dry"", 'wheat flours, bread, unenriched', 'wheat flour, white, all-purpose, unenriched', 'salt, table', 'water, bottled, generic']","['Mix together the cornmeal and 1/2 cup water and cook a few minutes until a soft mush.', 'Add butter and molasses.', 'In a separate bowl mix together dry ingredients.', 'Create a well in the center and poor in cornmeal molasses mixture.', 'Mix together, then start adding a cup of water.', 'The dough should be too sticky to knead, but still a dough--not a batter.', 'Spray (or brush) the top lightly with cooking oil then put the whole bowl in a plastic grocery sack and set aside for 8 hours.', 'Turn the dough out on a well floured board (I use whole wheat flour for this).', 'Liberally sprinkle the top with flour and let it rest for 10-15 minutes.', 'Fold the dough over on itself several times.', 'If its too sticky to do this easily, just keep adding bits of flour until the folding goes easily.', 'Finally gather the dough into a ball, place it on a piece of parchment, cover with a dish towel (not terry cloth) or cloth napkin, and let it rise a couple of hours.', 'Preheat the oven to 450 with a dutch oven or other heavy oven proof pot (with a lid).', 'When its time to bake, score the top of the loaf with a razor.', 'Holding onto the parchment paper, lower the bread into the hot pot--paper and all-- and put the lid on.', 'Bake for about 25 minutes with the lid and 10 without.', 'This will not have a hard crust like most artisan breads.', 'The pot lid helps it not to become overly brown.', 'The times listed include only active prep time and cooking time--not the hours you just set it aside.']","[{'fat': 38.5, 'nrg': 8134.0, 'pro': 156.24, 'sat': 4.83, 'sod': 154.0, 'sug': 35.419999999999995}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 96.0, 'sug': 0.0}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 4.08, 'nrg': 11724.0, 'pro': 0.0, 'sat': 0.732, 'sod': 1500.0, 'sug': 3021.7200000000003}, {'fat': 0.3, 'nrg': 13.0, 'pro': 1.62, 'sat': 0.04, 'sod': 2.0, 'sug': 0.0}, {'fat': 4.54, 'nrg': 990.0, 'pro': 32.82, 'sat': 0.668, 'sod': 6.0, 'sug': 0.84}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}]","['14', '12', '2', '12', '1', '2', '1', '1', '1']","['cup', 'cup', 'tablespoon', 'cup', 'teaspoon', 'cup', 'cup', 'teaspoon', 'cup']","[2198.0, 2841.6000000000004, 28.4, 4044.0, 4.0, 274.0, 125.0, 6.0, 236.8]",520.0,21520.0
Simple Baked Wild Rice,"['wild rice, raw', 'water, bottled, generic', 'soup, chicken broth or bouillon, dry']","['Put ingredients into 2+ qt covered baking dish, cover, and bake 1.5 - 1.75 hours at 350.', 'Check/fluff with fork after 1 hour.', 'Can also add canned drained mushrooms, cooked onions while baking.', 'After baking complete can sprinkle cheese shreds over rice to melt and make a nice presentation for serving, if desired.']","[{'fat': 1.73, 'nrg': 571.0, 'pro': 23.57, 'sat': 0.25, 'sod': 11.0, 'sug': 4.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 0.0}, {'fat': 0.8400000000000001, 'nrg': 15.0, 'pro': 0.9900000000000001, 'sat': 0.20700000000000002, 'sod': 1434.0, 'sug': 1.05}]","['1', '3', '1']","['cup', 'cup', 'tablespoon']","[160.0, 710.4000000000001, 6.0]",4560.0,586.0
So Easy with a Pressure Cooker! Boiled Chickpeas,"['peas, green, frozen, unprepared']","['These are the chickpeas.', 'I bought them at my supermarket for the regular price.', 'They cost 291yen.', 'Wash well, and soak overnight.', 'Change the water, pour them into the pressure cooker and boil on high.', 'When pressurized, lower the heat and cook for 7 minutes, then turn off the heat and steam for 10 minutes.', 'Used as is for a salad.', 'Used for an Israeli style croquette, falafel.', 'You can freeze them right before frying.', 'You can portion it and freeze.']","[{'fat': 1.0, 'nrg': 192.5, 'pro': 13.049999999999999, 'sat': 0.165, 'sod': 270.0, 'sug': 12.5}]",['250'],['g'],[250.0],17.0,192.5
Dark Chocolate Cupcakes,"['wheat flour, white, all-purpose, unenriched', 'leavening agents, baking soda', 'salt, table', 'cocoa, dry powder, unsweetened', 'sugars, granulated', 'oil, olive, salad or cooking', 'water, bottled, generic', 'vanilla extract', 'vinegar, cider']","['Preheat oven to 350F.', 'Combine oil, sugar, vanilla & vinegar in a large bowl- stir.', 'In a separate bowl, combine remaining dry ingredients (flour, baking soda, salt, cocoa powder).', 'Combine wet and dry ingredients, then add water.', '(Add 1/2 cup water, mix, then add the rest of the water).', 'Electric-mix (if you have one) until lumps fade.', 'Bake cupcakes for 15-20 minutes.', 'Frost with your fave icing.', 'They have a very neutral taste.']","[{'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 153.14, 'nrg': 2548.0, 'pro': 219.18, 'sat': 90.22, 'sod': 234.0, 'sug': 19.5}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 2592.0, 'nrg': 22848.0, 'pro': 0.0, 'sat': 357.88800000000003, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 12.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.53}, {'fat': 0.0, 'nrg': 3.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1.0, 'sug': 0.06}]","['1 1/2', '1', '1', '13', '1', '12', '1', '1', '1']","['cup', 'teaspoon', 'teaspoon', 'cup', 'cup', 'cup', 'cup', 'teaspoon', 'tablespoon']","[187.5, 4.6, 6.0, 1118.0, 201.60000000000002, 2592.0, 236.8, 4.2, 14.9]",20.0,26861.5
Hard Butterscotch Candy,"['sugars, brown', 'syrups, corn, light', 'water, bottled, generic', 'salt, table', 'butter, without salt', 'vanilla extract']","['Put sugar, corn syrup, water and salt into saucepan.', 'Stir over low heat until sugar is dissolved.', 'Increase heat and cook until thermometer registers 250 degrees F, firm ball stage.', 'Add butter; cook with occasional stirring until thermometer registers 300 degrees F (brittle stage).', 'Remove from stove.', 'Add vanilla extract.', 'Pour into buttered shallow pan, making a layer 1/4 inch deep.', 'While warm, crease into squares with a blunt knife.', 'When cold, break into pieces.']","[{'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 9.520000000000001, 'nrg': 13510.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2954.0, 'sug': 3665.0600000000004}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 2396.16, 'nrg': 21216.0, 'pro': 24.96, 'sat': 1491.1519999999998, 'sod': 416.0, 'sug': 2.08}, {'fat': 0.0, 'nrg': 168.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 7.42}]","['1', '14', '1', '14', '13', '14']","['cup', 'cup', 'cup', 'teaspoon', 'cup', 'teaspoon']","[144.0, 4774.0, 236.8, 83.99999999999999, 2953.6, 58.8]",,35422.0
Raspberry Cordial,"['raspberries, raw', 'sugars, granulated', 'alcoholic beverage, distilled, vodka, 80 proof']","['Clean berries without washing; set aside in tall half-gallon jar.', 'Mix sugar with 1 cup water and stir over low heat until sugar dissolves.', 'Increase heat; bring mixture to boil and set aside to cool.', 'Mix cooled syrup with vodka and pour over raspberries.', 'Cover tightly and store in a cool, dark place for 1 week.', 'Pass liqueur through a fine mesh strainer (discard berries).', 'Strain again through coffee filter into a bottle.']","[{'fat': 1.6, 'nrg': 128.0, 'pro': 2.96, 'sat': 0.046, 'sod': 2.0, 'sug': 10.88}, {'fat': 0.0, 'nrg': 9216.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2413.44}, {'fat': 0.0, 'nrg': 2048.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 0.0}]","['2', '12', '1']","['cup', 'cup', 'quart']","[246.0, 2419.2000000000003, 889.6]",,11392.0
Raisin Filled Oatmeal Bars,"['wheat flour, white, all-purpose, unenriched', 'oats', 'sugars, brown', 'leavening agents, baking soda', 'butter, without salt', 'sugars, granulated', 'cornstarch', 'raisins, seeded', 'water, bottled, generic']","['Stir together flour, oats, brown sugar and soda.', 'Cut in butter until mixture is crumbly.', 'Pat 2/3 of crumbs in the bottom of an ungreased 13x9x2-inch baking pan.', 'FOR FILLING:.', 'In a saucepan combine sugar and cornstarch.', 'Stir in 2 cups raisins and 1 cup water.', 'Cook and stir till bubbly.', 'Spread atop crumb mixture.', 'Sprinkle with remaining crumb mixture.', 'Bake in a 375F oven for 25-30 minutes.', 'Cool on wire rack.', 'Cut into bars.']","[{'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 16.14, 'nrg': 910.5, 'pro': 39.525000000000006, 'sat': 2.8485, 'sod': 4.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 528.0, 'pro': 0.0, 'sat': 0.0, 'sod': 48.0, 'sug': 139.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 15108.0, 'sug': 0.0}, {'fat': 6266.88, 'nrg': 55488.0, 'pro': 65.28, 'sat': 3899.9359999999997, 'sod': 1088.0, 'sug': 5.44}, {'fat': 0.0, 'nrg': 10752.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2815.6800000000003}, {'fat': 0.00375, 'nrg': 30.5, 'pro': 0.020625, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}, {'fat': 1.78, 'nrg': 976.0, 'pro': 8.32, 'sat': 0.588, 'sod': 92.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 8.0, 'sug': 0.0}]","['1 1/2', '1 1/2', '1', '12', '34', '14', '1', '2', '1']","['cup', 'cup', 'cup', 'teaspoon', 'cup', 'cup', 'tablespoon', 'cup', 'cup']","[187.5, 234.0, 144.0, 55.199999999999996, 7724.799999999999, 2822.4000000000005, 8.0, 330.0, 236.8]",30.0,69367.5
Dole Date and Cranberry Crumb Bars,"['dates, deglet noor', 'orange juice, raw', 'cranberries, dried, sweetened', 'orange juice, raw', 'oats', 'wheat flour, white, all-purpose, unenriched', 'sugars, brown', 'leavening agents, baking soda', 'salt, table', 'margarine, regular, 80% fat, composite, stick, without salt', 'honey']","['Cook dates with 1/2 cup juice, in saucepan, 5 minute or until thickens.', 'Stir in remaining juice, 1/3 cup cranberries, and orange peel.', 'Combine sugar and honey in bowl.', 'Add oats flour, sugar, baking soda, and salt in bowl.', 'Slowly add margarine until combined.', 'Press 2/3 of oat mixture onto bottom of 8"" or 9"" square pan.', 'Spread date filling over crust.', 'Stir remaining 1/4 cup cranberries into oat mixture.', 'Cover filling with crust.', 'Press down firmly.', 'Bake at 375 for 25 minute or until lightly brown.', 'Cool and let cut.']","[{'fat': 0.8845044000000001, 'nrg': 639.56472, 'pro': 5.556502, 'sat': 0.07257472000000001, 'sod': 4.53592, 'sug': 143.67526600000002}, {'fat': 17.0, 'nrg': 3808.0, 'pro': 59.16, 'sat': 2.04, 'sod': 68.0, 'sug': 708.2199999999999}, {'fat': 21.12, 'nrg': 5904.0, 'pro': 3.3600000000000003, 'sat': 1.6800000000000002, 'sod': 96.0, 'sug': 1392.96}, {'fat': 0.03125, 'nrg': 7.0, 'pro': 0.10875, 'sat': 0.00375, 'sod': 0.125, 'sug': 1.301875}, {'fat': 16.14, 'nrg': 910.5, 'pro': 39.525000000000006, 'sat': 2.8485, 'sod': 4.5, 'sug': 0.0}, {'fat': 1.845, 'nrg': 682.5, 'pro': 19.365000000000002, 'sat': 0.29100000000000004, 'sod': 3.0, 'sug': 0.51}, {'fat': 0.0, 'nrg': 6864.0, 'pro': 0.0, 'sat': 0.0, 'sod': 624.0, 'sug': 1815.84}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 17626.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 2383.6800000000003, 'nrg': 21216.0, 'pro': 4.16, 'sat': 448.656, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 128.875, 'pro': 0.1275, 'sat': 0.0, 'sod': 1.75, 'sug': 34.79875}]","['8', '34', '12', '1', '1 1/2', '1 1/2', '13', '14', '14', '13', '2']","['ounce', 'cup', 'cup', 'tablespoon', 'cup', 'cup', 'cup', 'teaspoon', 'teaspoon', 'cup', 'tablespoon']","[226.796, 8432.0, 1920.0, 15.5, 234.0, 187.5, 1872.0, 64.39999999999999, 83.99999999999999, 2953.6, 42.375]",30.0,40160.43972
Grilled Chicken With Root Beer Sauce,"['chicken, broiler or fryers, breast, skinless, boneless, meat only, raw', 'beverages, carbonated, root beer', 'catsup', 'oil, olive, salad or cooking', 'vinegar, cider', 'sauce, worcestershire', 'mustard, prepared, yellow', 'spices, garlic powder', 'spices, paprika', 'spices, pepper, black', 'salt, table']","['Place the chicken breasts into gallon-sized storage bags.', 'Combine all ingredients from the root beer through the salt.', 'Mix thoroughly.', 'Reserve 1 cup of the root beer sauce for basting.', 'Pour the remaining sauce over the ckicken.', 'Marinade in the refrigerator for an hour or more.', 'Grill around medium hot coals or over medium heat on a gas grill for about 20 minutes, depending on the thickness of the chicken breasts.', 'Turn frequently and baste with the root beer sauce to form a nicely carmelized coating.', 'Serve and enjoy!']","[{'fat': 23.7682208, 'nrg': 1088.6208, 'pro': 204.1164, 'sat': 5.107445919999999, 'sod': 408.2328, 'sug': 0.0}, {'fat': 0.0, 'nrg': 104.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32.0, 'sug': 26.08}, {'fat': 3.84, 'nrg': 3264.0, 'pro': 34.56, 'sat': 0.384, 'sod': 29568.0, 'sug': 695.04}, {'fat': 2592.0, 'nrg': 22848.0, 'pro': 0.0, 'sat': 357.88800000000003, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 672.0, 'pro': 0.0, 'sat': 0.0, 'sod': 224.0, 'sug': 13.44}, {'fat': 0.0, 'nrg': 26.0, 'pro': 0.0, 'sat': 0.0, 'sod': 334.0, 'sug': 3.42}, {'fat': 0.5100000000000001, 'nrg': 9.0, 'pro': 0.5700000000000001, 'sat': 0.033, 'sod': 165.0, 'sug': 0.15000000000000002}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 0.3, 'nrg': 6.0, 'pro': 0.33, 'sat': 0.048999999999999995, 'sod': 2.0, 'sug': 0.23999999999999996}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999996, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}]","['2', '1', '12', '12', '14', '2', '1', '1', '1', '1', '1']","['pound', 'cup', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon']","[907.184, 246.4, 3264.0, 2592.0, 3337.6, 34.0, 15.0, 3.1, 2.3, 2.3, 6.0]",20.0,28033.6208
Make Your Own Almond or Cashew Milk,"['water, bottled, generic', 'nuts, almonds', 'salt, table']","[""If your almonds aren't pre-blanched-- place them in very hot water for about 30 seconds - 1 minute, then gently rub with a dish towel."", 'This should make all the skins come off.', 'In a blender or food processor, blend the almonds with 1 cup of water until smooth.', 'Add the salt and remaining 3 cups of water to the mix and blend again until smooth.', ""Pour into a pitcher; preferably one that's lidded because you need to shake well before using."", 'Best used within 3-4 days of making.']","[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32.0, 'sug': 0.0}, {'fat': 71.4, 'nrg': 828.0, 'pro': 30.24, 'sat': 5.437, 'sod': 1.0, 'sug': 6.22}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}]","['4', '1', '14']","['cup', 'cup', 'teaspoon']","[947.2, 143.0, 83.99999999999999]",1.0,828.0
Spice Rubbed Tilapia,"['spices, paprika', 'spices, chili powder', 'salt, table', 'spices, pepper, black', 'fish, tilapia, raw', 'lemon juice, raw']","['Mix paprika, chile powder, salt and pepper together in a small bowl then rub it evenly on all sides of the fish.', 'Place fish in a shallow oven-safe dish and squeeze lemon over fish.', 'Cover with plastic wrap and let it marinate in the refrigerator for 30 minutes.', 'Start your grill, heating it to medium heat.', 'Grill fish on medium heat for about 4-5 minutes on the first side.', 'Carefully flip the fish over and cook for an addition 1-3 minutes.', '(Take care!', 'The fish is very delicate!)', 'Carefully remove from grill and eat!']","[{'fat': 0.6, 'nrg': 12.0, 'pro': 0.66, 'sat': 0.09799999999999999, 'sod': 4.0, 'sug': 0.4799999999999999}, {'fat': 0.39, 'nrg': 8.0, 'pro': 0.36, 'sat': 0.066, 'sod': 77.0, 'sug': 0.18999999999999997}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.07, 'nrg': 6.0, 'pro': 0.23999999999999996, 'sat': 0.032, 'sod': 0.0, 'sug': 0.01}, {'fat': 7.711064, 'nrg': 435.44831999999997, 'pro': 91.08127359999999, 'sat': 2.6535131999999995, 'sod': 235.86784, 'sug': 0.0}, {'fat': 0.1475, 'nrg': 13.5, 'pro': 0.2125, 'sat': 0.0245, 'sod': 0.5, 'sug': 1.5375}]","['2', '1', '1/2', '1', '1', '1/4']","['teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'pound', 'cup']","[4.6, 2.7, 3.0, 2.3, 453.592, 61.0]",38.0,474.94831999999997
